,title,date,month,year,source,order_month,label,url
3980,"[SALAH] “Kabar Duka Cita Innalilahi…!! ARIEL NOAH sampaikan berita Meninggal Dunia, Akibat Kecelakaan Maut?”",2021-09-05,September,2021,turnbackhoax,9,"[('SALAH', '')]",https://turnbackhoax.id/2021/09/05/salah-kabar-duka-cita-innalilahi-ariel-noah-sampaikan-berita-meninggal-dunia-akibat-kecelakaan-maut/
3981,[SALAH] Akun Whatsapp Bupati Cianjur Berikan Bantuan untuk Pesantren,2021-09-04,September,2021,turnbackhoax,9,"[('SALAH', '')]",https://turnbackhoax.id/2021/09/04/salah-akun-whatsapp-bupati-cianjur-berikan-bantuan-untuk-pesantren/
3982,[SALAH] Muammar Gaddafi Prediksi Covid-19,2021-09-04,September,2021,turnbackhoax,9,"[('SALAH', '')]",https://turnbackhoax.id/2021/09/04/salah-muammar-gaddafi-prediksi-covid-19/
3983,[SALAH] Obat Covid-19 Molnulpiravir Mulai Beredar September Mendatang,2021-09-03,September,2021,turnbackhoax,9,"[('SALAH', '')]",https://turnbackhoax.id/2021/09/03/salah-obat-covid-19-molnulpiravir-mulai-beredar-september-mendatang/
3984,"[SALAH] Artikel lanjutbaja.site: “Innalillahi, Masjid Meledak Saat Waktu Sholat Jumat, Sebanyak 20 Jamaah Meninggal Dunia, Semoga Husnol Khotimah Aminn”",2021-09-03,September,2021,turnbackhoax,9,"[('SALAH', '')]",https://turnbackhoax.id/2021/09/03/salah-artikel-lanjutbaja-site-innalillahi-masjid-meledak-saat-waktu-sholat-jumat-sebanyak-20-jamaah-meninggal-dunia-semoga-husnol-khotimah-aminn/
3985,[SALAH] Foto “Safiya Firozi salah satu dari 4 empat pilot wanita Angkatan Udara #Afghanistan dirajam sampai MATI oleh #Taliban”,2021-09-01,September,2021,turnbackhoax,9,"[('SALAH', '')]",https://turnbackhoax.id/2021/09/01/salah-foto-safiya-firozi-salah-satu-dari-4-empat-pilot-wanita-angkatan-udara-afghanistan-dirajam-sampai-mati-oleh-taliban/
3986,[SALAH] “2 gambar wanita Kabul 1970 – 2021”,2021-09-01,September,2021,turnbackhoax,9,"[('SALAH', '')]",https://turnbackhoax.id/2021/09/01/salah-2-gambar-wanita-kabul-1970-2021/
3987,[SALAH] Foto Gadis Remaja Tewas Dibuang Pacarnya ke Sungai,2021-08-31,August,2021,turnbackhoax,8,"[('SALAH', '')]",https://turnbackhoax.id/2021/08/31/salah-foto-gadis-remaja-tewas-dibuang-pacarnya-ke-sungai/
3988,[SALAH] Akun Facebook Asisten I Kota Padang,2021-08-31,August,2021,turnbackhoax,8,"[('SALAH', '')]",https://turnbackhoax.id/2021/08/31/salah-akun-facebook-asisten-i-kota-padang/
3989,"[SALAH] Munarman Kritis Total, nasibnya memilukan",2021-08-31,August,2021,turnbackhoax,8,"[('SALAH', '')]",https://turnbackhoax.id/2021/08/31/salah-munarman-kritis-total-nasibnya-memilukan-2/
3990,[SALAH] Pernyataan Dr. Ir. Hj. Sri Nurdiati “Panik karena masker sampai lupa Pentingnya Antibodi”,2021-08-31,August,2021,turnbackhoax,8,"[('SALAH', '')]",https://turnbackhoax.id/2021/08/31/salah-pernyataan-dr-ir-hj-sri-nurdiati-panik-karena-masker-sampai-lupa-pentingnya-antibodi-2/
3991,[SALAH] “Madagaskar keluar dari WHO”,2021-08-31,August,2021,turnbackhoax,8,"[('SALAH', '')]",https://turnbackhoax.id/2021/08/31/salah-madagaskar-keluar-dari-who/
3992,[SALAH] Wakil Walikota Cirebon bagikan Informasi pembagian Donasi,2021-08-31,August,2021,turnbackhoax,8,"[('SALAH', '')]",https://turnbackhoax.id/2021/08/31/salah-wakil-walikota-cirebon-bagikan-informasi-pembagian-donasi/
3993,[SALAH] Ketua KPU Tabanan I Gede Putu Weda Menjual Mobil Lelangan Melalui Whatsapp,2021-08-30,August,2021,turnbackhoax,8,"[('SALAH', '')]",https://turnbackhoax.id/2021/08/30/salah-ketua-kpu-tabanan-i-gede-putu-weda-menjual-mobil-lelangan-melalui-whatsapp/
3994,"[SALAH] Campuran Air Kelapa Muda, Jeruk Nipis, Garam, dan Madu dapat Mengobati Covid-19",2021-08-30,August,2021,turnbackhoax,8,"[('SALAH', '')]",https://turnbackhoax.id/2021/08/30/salah-campuran-air-kelapa-muda-jeruk-nipis-garam-dan-madu-dapat-mengobati-covid-19/
3995,[SALAH] Subsidi 189 Juta dari Pertamina,2021-08-30,August,2021,turnbackhoax,8,"[('SALAH', '')]",https://turnbackhoax.id/2021/08/30/salah-subsidi-189-juta-dari-pertamina/
3996,"[SALAH] “WAPRES: VAKSIN MERUPAKAN PERINTAH AGAMA DAN HUKUMNYA WAJIB, MENOLAK MASUK NERAKA??”",2021-08-29,August,2021,turnbackhoax,8,"[('SALAH', '')]",https://turnbackhoax.id/2021/08/29/salah-wapres-vaksin-merupakan-perintah-agama-dan-hukumnya-wajib-menolak-masuk-neraka/
3997,[SALAH] Kartu Nikah Versi Baru dengan Empat Kolom Foto Istri,2021-08-29,August,2021,turnbackhoax,8,"[('SALAH', '')]",https://turnbackhoax.id/2021/08/29/salah-kartu-nikah-versi-baru-dengan-empat-kolom-foto-istri/
3998,[SALAH] Foto “Taliban akan memberikan kebebasan kepada wanita”,2021-08-29,August,2021,turnbackhoax,8,"[('SALAH', '')]",https://turnbackhoax.id/2021/08/29/salah-foto-taliban-akan-memberikan-kebebasan-kepada-wanita/
3999,"[SALAH] Video “Berita Terkini ~ Deklarasi Ganjar Pranowo Dihadiri Langsung Oleh Jokowi, Megawati Mendadak Bungkam!!”",2021-08-28,August,2021,turnbackhoax,8,"[('SALAH', '')]",https://turnbackhoax.id/2021/08/28/salah-video-berita-terkini-deklarasi-ganjar-pranowo-dihadiri-langsung-oleh-jokowi-megawati-mendadak-bungkam/
4000,[SALAH] Akun Facebook Bupati Pasuruan Gus Irsyad Meminta Sejumlah Uang,2021-08-28,August,2021,turnbackhoax,8,"[('SALAH', '')]",https://turnbackhoax.id/2021/08/28/salah-akun-facebook-bupati-pasuruan-gus-irsyad-meminta-sejumlah-uang/
4001,[SALAH] Video Kota Prabumulih tanpa Korona,2021-08-27,August,2021,turnbackhoax,8,"[('SALAH', '')]",https://turnbackhoax.id/2021/08/27/salah-video-kota-prabumulih-tanpa-korona/
4002,[SALAH] Foto Perempuan Afghanistan di Tahun 1970,2021-08-27,August,2021,turnbackhoax,8,"[('SALAH', '')]",https://turnbackhoax.id/2021/08/27/salah-foto-perempuan-afghanistan-di-tahun-1970/
4003,[SALAH] SMS Sido Muncul Bagikan Hadiah Uang Tunai Rp75 Juta,2021-08-27,August,2021,turnbackhoax,8,"[('SALAH', '')]",https://turnbackhoax.id/2021/08/27/salah-sms-sido-muncul-bagikan-hadiah-uang-tunai-rp75-juta/
4004,"[SALAH] Vaksin Corona Mengandung Babi, Dapat Mengubah DNA, dan Membuat Manusia Jadi Zombie",2021-08-27,August,2021,turnbackhoax,8,"[('SALAH', '')]",https://turnbackhoax.id/2021/08/27/salah-vaksin-corona-mengandung-babi-dapat-merubah-dna-dan-membuat-manusia-jadi-zombie/
4005,"[SALAH] “Innalilahi Ya Allah, Kabar Duka dari Ustadzah Oki Setiana Dewi Tengah Kritis”",2021-08-27,August,2021,turnbackhoax,8,"[('SALAH', '')]",https://turnbackhoax.id/2021/08/27/salah-innalilahi-ya-allah-kabar-duka-dari-ustadzah-oki-setiana-dewi-tengah-kritis/
4006,[SALAH] 24 Agustus 2021 ada OTT oleh KPK di Padang,2021-08-27,August,2021,turnbackhoax,8,"[('SALAH', '')]",https://turnbackhoax.id/2021/08/27/salah-24-agustus-2021-ada-ott-oleh-kpk-di-padang/
4007,[SALAH] Loker Penyuluh Antikorupsi bagi Para Napi Koruptor,2021-08-27,August,2021,turnbackhoax,8,"[('SALAH', '')]",https://turnbackhoax.id/2021/08/27/salah-loker-penyuluh-antikorupsi-bagi-para-napi-koruptor/
4008,[SALAH] Video Eksekusi Pendukung Amerika Serikat di Afghanistan,2021-08-27,August,2021,turnbackhoax,8,"[('SALAH', '')]",https://turnbackhoax.id/2021/08/27/salah-video-eksekusi-pendukung-amerika-serikat-di-afghanistan/
4009,[SALAH] Video Meluapnya Bendungan Ngarai di China yang Menyebabkan Banjir Bandang,2021-08-27,August,2021,turnbackhoax,8,"[('SALAH', '')]",https://turnbackhoax.id/2021/08/27/salah-video-meluapnya-bendungan-ngarai-di-china-yang-menyebabkan-banjir-bandang/
4010,[SALAH] Foto Poster Pengumuman Nikah Gratis di KUA se-Sulawesi Selatan,2021-08-27,August,2021,turnbackhoax,8,"[('SALAH', '')]",https://turnbackhoax.id/2021/08/27/salah-foto-poster-pengumuman-nikah-gratis-di-kua-se-sulawesi-selatan/
4011,[SALAH] Penyelenggaraan Hajatan dan Hiburan sudah Diperbolehkan oleh Bupati Sukoharjo,2021-08-27,August,2021,turnbackhoax,8,"[('SALAH', '')]",https://turnbackhoax.id/2021/08/27/salah-penyelenggaraan-hajatan-dan-hiburan-sudah-diperbolehkan-oleh-bupati-sukoharjo/
4012,[SALAH] Foto Pemimpin Taliban Minum Wiski,2021-08-26,August,2021,turnbackhoax,8,"[('SALAH', '')]",https://turnbackhoax.id/2021/08/26/salah-foto-pemimpin-taliban-minum-wiski/
4013,[SALAH] Pria yang di Tengah Presiden Soekarno dan Jendral Soedirman adalah Ayahanda Rizieq Shihab,2021-08-26,August,2021,turnbackhoax,8,"[('SALAH', '')]",https://turnbackhoax.id/2021/08/26/salah-pria-yang-di-tengah-presiden-soekarno-dan-jendral-soedirman-adalah-ayahanda-rizieq-shihab/
4014,[SALAH] Foto Penggundulan Hutan di Kalimantan Barat,2021-08-26,August,2021,turnbackhoax,8,"[('SALAH', '')]",https://turnbackhoax.id/2021/08/26/salah-foto-penggundulan-hutan-di-kalimantan-barat/
4015,[SALAH] Akun Telegram PT Kresna Graha Investama Tbk Menawarkan Skema Investasi Kontrak Harian dan Mingguan,2021-08-26,August,2021,turnbackhoax,8,"[('SALAH', '')]",https://turnbackhoax.id/2021/08/26/salah-akun-telegram-pt-kresna-graha-investama-tbk-menawarkan-skema-investasi-kontrak-harian-dan-mingguan/
4016,[SALAH] SMS dari Whatsapp yang membagikan hadiah RP175 juta,2021-08-26,August,2021,turnbackhoax,8,"[('SALAH', '')]",https://turnbackhoax.id/2021/08/26/salah-sms-dari-whatsapp-yang-membagikan-hadiah-rp175-juta/
4017,[SALAH] “Umami: Campuran tulang BABI”,2021-08-26,August,2021,turnbackhoax,8,"[('SALAH', '')]",https://turnbackhoax.id/2021/08/26/salah-umami-campuran-tulang-babi/
4018,"[SALAH] Lowongan Kerja PT. Astra International, Tbk",2021-08-26,August,2021,turnbackhoax,8,"[('SALAH', '')]",https://turnbackhoax.id/2021/08/26/salah-lowongan-kerja-pt-astra-international-tbk/
4019,[SALAH] Foto Tentara Taliban dengan Perlengkapan Militer,2021-08-26,August,2021,turnbackhoax,8,"[('SALAH', '')]",https://turnbackhoax.id/2021/08/26/salah-foto-tentara-taliban-dengan-perlengkapan-militer/
4020,"[SALAH] Wagub Terpilih: Berani Deklarasi Ganti Presiden di Papua, Kamu Bakal Pulang Tanpa Kepala",2021-08-25,August,2021,turnbackhoax,8,"[('SALAH', '')]",https://turnbackhoax.id/2021/08/25/salah-wagub-terpilih-berani-deklarasi-ganti-presiden-di-papua-kamu-bakal-pulang-tanpa-kepala/
4021,[SALAH] “MULAI TANGGAL 22 AGUSTUS 2021 SEMUA SPBU TIDAK MELAYANI PENGISIAN PERTALITE UNTUK 2 TAK”,2021-08-25,August,2021,turnbackhoax,8,"[('SALAH', '')]",https://turnbackhoax.id/2021/08/25/salah-mulai-tanggal-22-agustus-2021-semua-spbu-tidak-melayani-pengisian-pertalite-untuk-2-tak/
4022,[SALAH] Bendera Merah Putih Dilarang Berkibar di PIK,2021-08-25,August,2021,turnbackhoax,8,"[('SALAH', '')]",https://turnbackhoax.id/2021/08/25/salah-bendera-merah-putih-dilarang-berkibar-di-pik/
4023,[SALAH] Foto “Pria gay di Iran beberapa menit sebelum mereka digantung”,2021-08-24,August,2021,turnbackhoax,8,"[('SALAH', '')]",https://turnbackhoax.id/2021/08/24/salah-foto-pria-gay-di-iran-beberapa-menit-sebelum-mereka-digantung/
4024,[SALAH] Vaksin di Gedung Gradika Bakti ditujukan untuk 18-59 Tahun,2021-08-24,August,2021,turnbackhoax,8,"[('SALAH', '')]",https://turnbackhoax.id/2021/08/24/salah-vaksin-di-gedung-gradika-bakti-ditujukan-untuk-18-59-tahun/
4025,[SALAH] Akun Facebook Wali Kota Samarinda Andi Harun,2021-08-24,August,2021,turnbackhoax,8,"[('SALAH', '')]",https://turnbackhoax.id/2021/08/24/salah-akun-facebook-wali-kota-samarinda-andi-harun/
4026,[SALAH] Foto Jokowi Membaca Buku “SBY SELALU MANGKRAK”,2021-08-24,August,2021,turnbackhoax,8,"[('SALAH', '')]",https://turnbackhoax.id/2021/08/24/salah-foto-jokowi-membaca-buku-sby-selalu-mangkrak/
4027,[SALAH] Lowongan Kerja PT. Jasa Raharja,2021-08-24,August,2021,turnbackhoax,8,"[('SALAH', '')]",https://turnbackhoax.id/2021/08/24/salah-lowongan-kerja-pt-jasa-raharja/
4028,[SALAH] Akun Whatsapp Sekretaris Daerah Kota Bengkulu Arif Gunardi “081230188540”,2021-08-24,August,2021,turnbackhoax,8,"[('SALAH', '')]",https://turnbackhoax.id/2021/08/24/salah-akun-whatsapp-sekretaris-daerah-kota-bengkulu-arif-gunardi-081230188540/
4029,"[SALAH] Video “warga Pemulutan, salah satu kampung di Kab. Ogan Ilir, Sumsel sdh akrab bermain dg buaya”",2021-08-23,August,2021,turnbackhoax,8,"[('SALAH', '')]",https://turnbackhoax.id/2021/08/23/salah-video-warga-pemulutan-salah-satu-kampung-di-kab-ogan-ilir-sumsel-sdh-akrab-bermain-dg-buaya/
4030,[SALAH] Tautan Pengecekan Penerima BSU dari BPJS Ketenagakerjaan,2021-08-23,August,2021,turnbackhoax,8,"[('SALAH', '')]",https://turnbackhoax.id/2021/08/23/salah-tautan-pengecekan-penerima-bsu-dari-bpjs-ketenagakerjaan/
4031,[SALAH] Pesan Berantai dari Ketua Satgas Covid-19 Dwiyono terkait Metode Menghirup Uap Air Panas untuk Membunuh Virus Corona,2021-08-23,August,2021,turnbackhoax,8,"[('SALAH', '')]",https://turnbackhoax.id/2021/08/23/salah-pesan-berantai-dari-ketua-satgas-covid-19-dwiyono-terkait-metode-menghirup-uap-air-panas-untuk-membunuh-virus-corona/
4032,"[SALAH] Jokowi Lepas Baju PDIP, Megawati Murka",2021-08-23,August,2021,turnbackhoax,8,"[('SALAH', '')]",https://turnbackhoax.id/2021/08/23/salah-jokowi-lepas-baju-pdip-megawati-murka/
4033,[SALAH] John Cena Meninggal Dunia,2021-08-22,August,2021,turnbackhoax,8,"[('SALAH', '')]",https://turnbackhoax.id/2021/08/22/salah-john-cena-meninggal-dunia/
4034,[SALAH] Video “Biang covid bill gates kena timpuk dari orang yg geram padanya”,2021-08-22,August,2021,turnbackhoax,8,"[('SALAH', '')]",https://turnbackhoax.id/2021/08/22/salah-video-biang-covid-bill-gates-kena-timpuk-dari-orang-yg-geram-padanya/
4035,[SALAH] Kuota Gratis 150 GB dari Kemkominfo dalam Rangka Memperingati HUT RI ke-76,2021-08-21,August,2021,turnbackhoax,8,"[('SALAH', '')]",https://turnbackhoax.id/2021/08/21/salah-kuota-gratis-150-gb-dari-kemkominfo-dalam-rangka-memperingati-hut-ri-ke-76/
4036,[SALAH] Foto Wanita Afghanistan yang Kakinya Dirantai oleh Suami Mereka,2021-08-21,August,2021,turnbackhoax,8,"[('SALAH', '')]",https://turnbackhoax.id/2021/08/21/salah-foto-wanita-afghanistan-yang-kakinya-dirantai-oleh-suami-mereka/
4037,[SALAH] Akun Instagram PT INTI @ptinticareer.official,2021-08-21,August,2021,turnbackhoax,8,"[('SALAH', '')]",https://turnbackhoax.id/2021/08/21/salah-akun-instagram-pt-inti-ptinticareer-official/
4038,[SALAH] Video Lagu “Gebyar Gebyar” Dinyanyikan oleh Penyanyi Asal Spanyol saat Upacara Penutupan Olimpiade Tokyo 2020,2021-08-21,August,2021,turnbackhoax,8,"[('SALAH', '')]",https://turnbackhoax.id/2021/08/21/salah-video-lagu-gebyar-gebyar-dinyanyikan-oleh-penyanyi-asal-spanyol-saat-upacara-penutupan-olimpiade-tokyo-2020/
4039,[SALAH] Hewan Mati Bergelimpangan karena Efek Radiasi 5G,2021-08-21,August,2021,turnbackhoax,8,"[('SALAH', '')]",https://turnbackhoax.id/2021/08/21/salah-hewan-mati-bergelimpangan-karena-efek-radiasi-5g/
4040,"[SALAH] Mesin Jahit Milik Istri Nabi Muhammad, Aisyah binti Abu Bakar",2021-08-21,August,2021,turnbackhoax,8,"[('SALAH', '')]",https://turnbackhoax.id/2021/08/21/salah-mesin-jahit-milik-istri-nabi-muhammad-aisyah-binti-abu-bakar/
4041,[SALAH] Oseltamivir Obat Covid-19 Berbahaya dan Mematikan,2021-08-20,August,2021,turnbackhoax,8,"[('SALAH', '')]",https://turnbackhoax.id/2021/08/20/salah-oseltamivir-obat-covid-19-berbahaya-dan-mematikan/
4042,[SALAH] Akun Whatsapp Kepala Seksi Intelijen Kejaksaan Negeri (Kejari) Gianyar I Gede Ancana “+6287875186***”,2021-08-20,August,2021,turnbackhoax,8,"[('SALAH', ''), ('', 'Kejari')]",https://turnbackhoax.id/2021/08/20/salah-akun-whatsapp-kepala-seksi-intelijen-kejaksaan-negeri-kejari-gianyar-i-gede-ancana-6287875186/
4043,[SALAH] Informasi Vaksin Dosis 1 dan 2 16 Agustus 2021 di RSAL dr. Ramelan Surabaya,2021-08-20,August,2021,turnbackhoax,8,"[('SALAH', '')]",https://turnbackhoax.id/2021/08/20/salah-informasi-vaksin-dosis-1-dan-2-16-agustus-2021-di-rsal-dr-ramelan-surabaya/
4044,[SALAH] Sertifikat Vaksin Covid-19 Bukan Syarat Administrasi,2021-08-20,August,2021,turnbackhoax,8,"[('SALAH', '')]",https://turnbackhoax.id/2021/08/20/salah-sertifikat-vaksin-covid-19-bukan-syarat-administrasi/
4045,"[SALAH] Pesan Berantai “Telah berpulang Ibu Hj Sinta Nuriyah, (istri Alm Gus Dur) Kamis 19 Agustus 2021 11.30 WIB”",2021-08-20,August,2021,turnbackhoax,8,"[('SALAH', '')]",https://turnbackhoax.id/2021/08/20/salah-pesan-berantai-telah-berpulang-ibu-hj-sinta-nuriyah-istri-alm-gus-dur-kamis-19-agustus-2021-11-30-wib/
4046,[SALAH] Ustad Yahya Waloni Meninggal Dunia,2021-08-20,August,2021,turnbackhoax,8,"[('SALAH', '')]",https://turnbackhoax.id/2021/08/20/salah-ustad-yahya-waloni-meninggal-dunia/
4047,[SALAH] KSAD Jenderal Andika Perkasa Adu Otot dengan Tentara Amerika Serikat,2021-08-20,August,2021,turnbackhoax,8,"[('SALAH', '')]",https://turnbackhoax.id/2021/08/20/salah-ksad-jenderal-andika-perkasa-adu-otot-dengan-tentara-amerika-serikat/
4048,"[SALAH] Munarman Kritis Total, nasibnya memilukan",2021-08-19,August,2021,turnbackhoax,8,"[('SALAH', '')]",https://turnbackhoax.id/2021/08/19/salah-munarman-kritis-total-nasibnya-memilukan/
4049,[SALAH] “PPKM DILANJUTKAN SAMPAI HARI KIAMAT”,2021-08-19,August,2021,turnbackhoax,8,"[('SALAH', '')]",https://turnbackhoax.id/2021/08/19/salah-ppkm-dilanjutkan-sampai-hari-kiamat/
4050,[SALAH] Pernyataan Dr. Ir. Hj. Sri Nurdiati “Panik karena masker sampai lupa Pentingnya Antibodi”,2021-08-19,August,2021,turnbackhoax,8,"[('SALAH', '')]",https://turnbackhoax.id/2021/08/19/salah-pernyataan-dr-ir-hj-sri-nurdiati-panik-karena-masker-sampai-lupa-pentingnya-antibodi/
4051,[SALAH] Akun Facebook Bupati Melawi Menawarkan Jabatan Pegawai Aparatur Sipil Negara,2021-08-19,August,2021,turnbackhoax,8,"[('SALAH', '')]",https://turnbackhoax.id/2021/08/19/salah-akun-facebook-bupati-melawi-menawarkan-jabatan-pegawai-aparatur-sipil-negara/
4052,"[SALAH] Foto ” NASA before PowerPoint, 1960s”",2021-08-19,August,2021,turnbackhoax,8,"[('SALAH', '')]",https://turnbackhoax.id/2021/08/19/salah-foto-nasa-before-powerpoint-1960s/
4053,"[SALAH] Foto Planet Merkurius, Venus, dan Saturnus Sejajar dengan Piramida Giza",2021-08-19,August,2021,turnbackhoax,8,"[('SALAH', '')]",https://turnbackhoax.id/2021/08/19/salah-foto-planet-merkurius-venus-dan-saturnus-sejajar-dengan-piramida-giza/
4054,[SALAH] Presiden Vladimir Putin Mainkan Lagu Indonesia Raya dengan Piano,2021-08-19,August,2021,turnbackhoax,8,"[('SALAH', '')]",https://turnbackhoax.id/2021/08/19/salah-presiden-vladimir-putin-mainkan-lagu-indonesia-raya-dengan-piano/
4055,[SALAH] Video Mata Manusia di bawah Mikroskop,2021-08-19,August,2021,turnbackhoax,8,"[('SALAH', '')]",https://turnbackhoax.id/2021/08/19/salah-video-mata-manusia-di-bawah-mikroskop/
4056,[SALAH] Foto Aksi Demo Paspor Kesehatan di Paris pada 7 Agustus 2021,2021-08-19,August,2021,turnbackhoax,8,"[('SALAH', '')]",https://turnbackhoax.id/2021/08/19/salah-foto-aksi-demo-paspor-kesehatan-di-paris-pada-7-agustus-2021/
4057,[SALAH] Masyarakat Suku Baduy Tidak Pernah Divaksin dalam Ratusan Tahun,2021-08-19,August,2021,turnbackhoax,8,"[('SALAH', '')]",https://turnbackhoax.id/2021/08/19/salah-masyarakat-suku-baduy-tidak-pernah-divaksin-dalam-ratusan-tahun/
4058,[SALAH] Foto Panorama yang Diambil saat Berguling Menuruni Bukit,2021-08-19,August,2021,turnbackhoax,8,"[('SALAH', '')]",https://turnbackhoax.id/2021/08/19/salah-foto-panorama-yang-diambil-saat-berguling-menuruni-bukit/
4059,[SALAH] “Real Madrid Pindah ke Liga Inggris”,2021-08-18,August,2021,turnbackhoax,8,"[('SALAH', '')]",https://turnbackhoax.id/2021/08/18/salah-real-madrid-pindah-ke-liga-inggris/
4060,[SALAH] Jasad Ulama Lombok Hilang Saat Dimakamkan,2021-08-18,August,2021,turnbackhoax,8,"[('SALAH', '')]",https://turnbackhoax.id/2021/08/18/salah-jasad-ulama-lombok-hilang-saat-dimakamkan/
4061,[SALAH] Pesan Singkat Shopee Bagi-Bagi Hadiah Rp175 Juta,2021-08-18,August,2021,turnbackhoax,8,"[('SALAH', '')]",https://turnbackhoax.id/2021/08/18/salah-pesan-singkat-shopee-bagi-bagi-hadiah-rp175-juta/
4062,[SALAH] Jaya Suprana Meninggal Dunia,2021-08-18,August,2021,turnbackhoax,8,"[('SALAH', '')]",https://turnbackhoax.id/2021/08/18/salah-jaya-suprana-meninggal-dunia/
4063,[SALAH] Akun WhatsApp Wakil Bupati Ponorogo Menggalang Donasi untuk Anak-Anak Yatim Piatu,2021-08-18,August,2021,turnbackhoax,8,"[('SALAH', '')]",https://turnbackhoax.id/2021/08/18/salah-akun-whatsapp-wakil-bupati-ponorogo-menggalang-donasi-untuk-anak-anak-yatim-piatu/
4064,[SALAH] Video “TERNYATA MENAG YAQUT PINDAH AGAMA DAN DIBAPTIS”,2021-08-18,August,2021,turnbackhoax,8,"[('SALAH', '')]",https://turnbackhoax.id/2021/08/18/salah-video-ternyata-menag-yaqut-pindah-agama-dan-dibaptis/
4065,[SALAH] Grab Berikan Bantuan Sembako Senilai Rp80 Ribu untuk Warga Surabaya,2021-08-17,August,2021,turnbackhoax,8,"[('SALAH', '')]",https://turnbackhoax.id/2021/08/17/salah-grab-berikan-bantuan-sembako-senilai-rp80-ribu-untuk-warga-surabaya/
4066,[SALAH] Foto ‘Blue Java Banana’,2021-08-17,August,2021,turnbackhoax,8,"[('SALAH', '')]",https://turnbackhoax.id/2021/08/17/salah-foto-blue-java-banana/
4067,[SALAH] Video Pesawat Kertas Hasil Eksperimen Guru Fisika,2021-08-17,August,2021,turnbackhoax,8,"[('SALAH', '')]",https://turnbackhoax.id/2021/08/17/salah-video-pesawat-kertas-hasil-eksperimen-guru-fisika/
4068,[SALAH] Pemuda Indonesia Menculik Turis Nigeria dengan Latar Belakang Rasisme Terhadap Orang Kulit Hitam,2021-08-17,August,2021,turnbackhoax,8,"[('SALAH', '')]",https://turnbackhoax.id/2021/08/17/salah-pemuda-indonesia-menculik-turis-nigeria-dengan-latar-belakang-rasisme-terhadap-orang-kulit-hitam/
4069,[SALAH] Megawati Mundur dari Jabatan Ketua Umum PDIP,2021-08-17,August,2021,turnbackhoax,8,"[('SALAH', '')]",https://turnbackhoax.id/2021/08/17/salah-megawati-mundur-dari-jabatan-ketua-umum-pdip/
4070,"[SALAH] “Manusia Tertua 200 Tahun ternyata masih hidup, namanya Mbah Harjo Suwito”",2021-08-16,August,2021,turnbackhoax,8,"[('SALAH', '')]",https://turnbackhoax.id/2021/08/16/salah-manusia-tertua-200-tahun-ternyata-masih-hidup-namanya-mbah-harjo-suwito/
4071,[SALAH] Subsidi Hadiah Nasional Berkah Energi Pertamina Periode 3,2021-08-16,August,2021,turnbackhoax,8,"[('SALAH', '')]",https://turnbackhoax.id/2021/08/16/salah-subsidi-hadiah-nasional-berkah-energi-pertamina-periode-3/
4072,[SALAH] Video Warga Jerman Menghentikan Permainan Musik saat Azan,2021-08-16,August,2021,turnbackhoax,8,"[('SALAH', '')]",https://turnbackhoax.id/2021/08/16/salah-video-warga-jerman-menghentikan-permainan-musik-saat-azan/
4073,[SALAH] Tautan Survei Berhadiah dari Honda untuk Memperingati HUT Ke-70,2021-08-15,August,2021,turnbackhoax,8,"[('SALAH', '')]",https://turnbackhoax.id/2021/08/15/salah-tautan-survei-berhadiah-dari-honda-untuk-memperingati-hut-ke-70/
4074,[SALAH] TV Nasional tidak Memberitakan Prestasi Syamsuri Firdaus Juara 1 MTQ Internasional di Turki,2021-08-15,August,2021,turnbackhoax,8,"[('SALAH', '')]",https://turnbackhoax.id/2021/08/15/salah-tv-nasional-tidak-memberitakan-prestasi-syamsuri-firdaus-juara-1-mtq-internasional-di-turki/
4075,[SALAH] Tidak Boleh Mengonsumsi Makanan dan Minuman yang Mengandung Alkohol dan Soda setelah Vaksin Covid-19,2021-08-15,August,2021,turnbackhoax,8,"[('SALAH', '')]",https://turnbackhoax.id/2021/08/15/salah-tidak-boleh-mengonsumsi-makanan-dan-minuman-yang-mengandung-alkohol-dan-soda-setelah-vaksin-covid-19/
4076,[SALAH] Video “BERITA VIRAL ~ AZAB TUKANG NYI NYIR BERAKHIR BEGINI ~ BERITA TERBARU HARI INI SBY DEMOKRAT”,2021-08-15,August,2021,turnbackhoax,8,"[('SALAH', '')]",https://turnbackhoax.id/2021/08/15/salah-video-berita-viral-azab-tukang-nyi-nyir-berakhir-begini-berita-terbaru-hari-ini-sby-demokrat/
4077,[SALAH] Hasil Perhitungan Data Orang yang Sudah Divaksinasi Lebih Banyak Terpapar Varian Delta dan Peluang Kematian Lebih Tinggi,2021-08-14,August,2021,turnbackhoax,8,"[('SALAH', '')]",https://turnbackhoax.id/2021/08/14/salah-hasil-perhitungan-data-orang-yang-sudah-divaksinasi-lebih-banyak-terpapar-varian-delta-dan-peluang-kematian-lebih-tinggi/
4078,"[SALAH] Presiden, Menteri Agama, dan TV Nasional Tidak Mengucapkan Tahun Baru Islam",2021-08-14,August,2021,turnbackhoax,8,"[('SALAH', '')]",https://turnbackhoax.id/2021/08/14/salah-presiden-menteri-agama-dan-tv-nasional-tidak-mengucapkan-tahun-baru-islam/
